10001,10056
10001,10056
10001,10056
10001,10056
10005,11630
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10006,10056
10009,10170
10009,10170
10009,10170
10009,10170
10009,10170
10009,10170
10009,10170
10009,10170
10009,10170
10009,11299
10009,12721
10010,10540
10010,12250
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,10661
10011,11869
10014,11630
10014,11630
10014,11630
10014,11630
10014,11630
10014,11630
10014,11630
10016,10056
10016,10056
10016,10056
10016,10324
10016,12184
10016,12184
10016,12184
10016,12184
10016,12184
10016,12721
10016,13934
10017,10056
10017,10056
10017,12712
10033,10299
10033,10299
10033,10299
10033,10299
10033,10299
10033,10299
10033,10299
10033,10299
10033,14709
10033,14709
10033,14709
10033,14709
10033,14709
10033,14709
10033,14709
10033,14709
10039,11630
10040,11630
10040,11630
10040,11630
10042,10056
10042,10056
10042,10056
10042,10056
10042,10056
10042,10056
10042,10056
10042,10056
10042,11513
10042,11513
10043,10056
10043,10056
10044,10056
10047,10047
10047,10056
10056,10001
10056,10001
10056,10001
10056,10001
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10006
10056,10016
10056,10016
10056,10016
10056,10016
10056,10017
10056,10017
10056,10017
10056,10042
10056,10042
10056,10042
10056,10042
10056,10042
10056,10042
10056,10042
10056,10042
10056,10044
10056,10044
10056,10044
10056,10047
10056,10047
10056,10047
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10056
10056,10063
10056,10063
10056,10063
10056,10078
10056,10078
10056,10078
10056,10078
10056,10078
10056,10083
10056,10088
10056,10089
10056,10089
10056,10089
10056,10100
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10278
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10324
10056,10556
10056,10556
10056,10556
10056,10556
10056,10556
10056,10556
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11299
10056,11513
10056,11513
10056,11513
10056,11513
10056,12509
10056,12509
10056,12509
10056,12509
10056,12509
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12705
10056,12712
10056,12712
10056,12712
10056,12712
10056,12712
10056,12721
10056,12721
10056,12721
10056,12721
10056,12721
10056,12721
10056,12743
10056,12743
10056,12743
10056,12743
10056,12743
10056,12743
10056,12771
10056,12771
10056,12771
10056,12771
10056,12771
10056,12771
10056,12771
10056,12771
10056,12771
10056,12772
10056,12772
10056,12782
10056,12782
10056,12782
10056,12782
10056,12782
10056,12782
10056,12782
10056,12782
10056,12782
10056,12782
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12785
10056,12854
10056,12854
10056,12854
10056,12854
10056,12854
10056,12854
10056,12854
10056,12854
10056,12854
10056,12854
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,12869
10056,13863
10056,13888
10056,13888
10056,13888
10056,13888
10056,13934
10056,13934
10056,13934
10056,13934
10056,13934
10056,13934
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15091
10056,15446
10056,15446
10056,15446
10056,15446
10056,15446
10056,15446
10056,15446
10056,15446
10063,10056
10063,10056
10063,10056
10063,10056
10063,10056
10065,12184
10065,12184
10065,12184
10078,10056
10078,10056
10078,10056
10078,12509
10083,10056
10085,12184
10085,12184
10085,12184
10085,12184
10085,12184
10089,10056
10089,10056
10089,10056
10100,10056
10100,10056
10135,10154
10135,10154
10135,10194
10135,10194
10135,10194
10135,10194
10135,10194
10135,10194
10135,10194
10135,10194
10135,10194
10135,10194
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10423
10135,10423
10135,10540
10135,10589
10135,10590
10135,10590
10135,10683
10135,10693
10135,10693
10135,10693
10135,10693
10135,10693
10135,10693
10135,10693
10135,10693
10135,10693
10135,10693
10135,10721
10135,10821
10135,10849
10135,11042
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11697
10135,11697
10135,11697
10135,11697
10135,11697
10135,11697
10135,11697
10135,11697
10135,11697
10135,11697
10135,11721
10135,11728
10135,11764
10135,11973
10135,11973
10135,11973
10135,12054
10135,12206
10135,12264
10135,12264
10135,12264
10135,12264
10135,12264
10135,12264
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12324
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12478
10135,12882
10135,12882
10135,12882
10135,12882
10135,12889
10135,12917
10135,12932
10135,12953
10135,12953
10135,12953
10135,12953
10135,12953
10135,12953
10135,12953
10135,13230
10135,13230
10135,13230
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13244
10135,13303
10135,13577
10135,13577
10135,13577
10135,13577
10135,13577
10135,13577
10135,13577
10135,13577
10135,13577
10135,13577
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14082
10135,14100
10135,14100
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14112
10135,14122
10135,14307
10135,14570
10135,14685
10135,14685
10135,14685
10135,14691
10135,14691
10135,14691
